"Species","Lifespan","Mean lifespan
(±SD)","Median lifespan","Source","Original source","Original source text","Class","Number of species represented in class","Order","Number of species represented in order","Family","Number of species represented in family","Genus","Number of species represented in genus","Number of reported lifespans for species"
"Acipenser transmontanus",82,"86.29 ± 26.94",100,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Acipenseriformes",4,"Acipenseridae",3,"Acipenser",3,7
"Acipenser transmontanus",100,"86.29 ± 26.94",100,"Max Plank Institute for Demographic Research","MPIDR ref no.: [7]","Anderson, R.S., 1988.  Columbia River Sturgeon. Seattle, WA:  Washington Sea Grant Report No. WSG AS88-14.","Actinopteri",425,"Acipenseriformes",4,"Acipenseridae",3,"Acipenser",3,7
"Acipenser transmontanus",80,"86.29 ± 26.94",100,"Max Plank Institute for Demographic Research","MPIDR ref no.: [158]","Pycha, R.L., 1956. Progress report on white sturgeon studies. California Fish and Game 42: 23-35.","Actinopteri",425,"Acipenseriformes",4,"Acipenseridae",3,"Acipenser",3,7
"Polyodon spathula",55,"28.8 ± 20.16",27,"FishBase","FishBase ref no.: 46974","Quinn, S. , 2001 How long do fish live?. In-Fisherman 26(5):15.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",1,"28.8 ± 20.16",27,"FishBase","FishBase ref no.: 274","Flower, S.S. , 1935 Further notes on the duration of life in animals. I. Fishes: as determined by otolith and scale-readings and direct observations on living individuals. Proc. Zool. Soc. London 2:265-304.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",30,"28.8 ± 20.16",27,"FishBase","FishBase ref no.: 3221","McClanes, A.J. (ed.) , 1974 Field guide to freshwater fishes of North America. Holt, Rinehart and Winston, New York. 212 p.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",9,"28.8 ± 20.16",27,"FishBase","FishBase ref no.: 5734","Reed, B.C., W.E. Kelso and D.A. Rutherford , 1992 Growth, fecundity, and mortality of paddlefish in Louisiana. Trans. Am. Fish. Soc. 121(3):378-384.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",14,"28.8 ± 20.16",27,"FishBase","FishBase ref no.: 5734","Reed, B.C., W.E. Kelso and D.A. Rutherford , 1992 Growth, fecundity, and mortality of paddlefish in Louisiana. Trans. Am. Fish. Soc. 121(3):378-384.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",55,"28.8 ± 20.16",27,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",15,"28.8 ± 20.16",27,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",55,"28.8 ± 20.16",27,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",24,"28.8 ± 20.16",27,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [179]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Polyodon spathula",30,"28.8 ± 20.16",27,"Max Plank Institute for Demographic Research","MPIDR ref no.: [157]","Purkett, C.A.J., 1963. The paddlefish fishery of the Osage River and the Lake of the Ozarks, Missouri. Transactions American Fisheries Society 92: 239.","Actinopteri",425,"Acipenseriformes",4,"Polyodontidae",1,"Polyodon",1,10
"Albula glossodonta",8,"9 ± 1.41",9,"Published articles","Filous, A., Lennox, R.J., Coleman, R.R., Friedlander, A.M., Clua, E.E. and Danylchuk, A.J., 2019. Life‐history characteristics of an exploited bonefish Albula glossodonta population in a remote South Pacific atoll. Journal of Fish Biology, 95(2), pp.562-574.",NA,"Actinopteri",425,"Albuliformes",1,"Albulidae",1,"Albula",1,2
"Albula glossodonta",10,"9 ± 1.41",9,"Published articles","Filous, A., Lennox, R.J., Coleman, R.R., Friedlander, A.M., Clua, E.E. and Danylchuk, A.J., 2019. Life‐history characteristics of an exploited bonefish Albula glossodonta population in a remote South Pacific atoll. Journal of Fish Biology, 95(2), pp.562-574.",NA,"Actinopteri",425,"Albuliformes",1,"Albulidae",1,"Albula",1,2
"Amia calva",30,"23.55 ± 8.31",30,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",30,"23.55 ± 8.31",30,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",30,"23.55 ± 8.31",30,"FishBase","FishBase ref no.: 93252","Murdy, E.O. and J.A. Musick , 2013 Field guide to fishes of the Chesapeake Bay. JHU Press, 360 p.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",13,"23.55 ± 8.31",30,"FishBase","FishBase ref no.: 96725","Koch, J.D., M.C. Quist, K.A. Hansen and G.A. Jones , 2009 Population dynamics and potential management of bowfin (Amia calva) in the upper Mississippi River. J. Appl. Ichthyol. 25:445-550.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",30,"23.55 ± 8.31",30,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",10,"23.55 ± 8.31",30,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",12,"23.55 ± 8.31",30,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",30,"23.55 ± 8.31",30,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [16]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",24,"23.55 ± 8.31",30,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [71]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",30,"23.55 ± 8.31",30,"Max Plank Institute for Demographic Research","MPIDR ref no.: [32]","Breder, C.M.J., 1936. Bulletin New York Zoological Society 39: 116.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Amia calva",20,"23.55 ± 8.31",30,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Amiiformes",1,"Amiidae",1,"Amia",1,11
"Anabas testudineus",8,"7.25 ± 1.5",8,"FishBase","FishBase ref no.: 72465","Flower, M.S.S. , 1925 Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proc. of the Zool. Soc. of London 1925(1):247-267.","Actinopteri",425,"Anabantiformes",4,"Anabantidae",1,"Anabas",1,4
"Anabas testudineus",8,"7.25 ± 1.5",8,"AnAge","AnAge ref no.: 583","Flower (1925) Contributions to our knowledge of the duration of life in vertebrate animals. I. Fishes","Actinopteri",425,"Anabantiformes",4,"Anabantidae",1,"Anabas",1,4
"Anabas testudineus",5,"7.25 ± 1.5",8,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Anabantidae",1,"Anabas",1,4
"Anabas testudineus",8,"7.25 ± 1.5",8,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Anabantidae",1,"Anabas",1,4
"Channa argus",8,"10 ± 2.83",10,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Channidae",2,"Channa",2,2
"Channa argus",12,"10 ± 2.83",10,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Channidae",2,"Channa",2,2
"Channa maculata",5,"7.5 ± 3.54",7.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Channidae",2,"Channa",2,2
"Channa maculata",10,"7.5 ± 3.54",7.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Channidae",2,"Channa",2,2
"Betta splendens",2,"3.25 ± 2.5",2,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Anabantiformes",4,"Osphronemidae",1,"Betta",1,4
"Betta splendens",2,"3.25 ± 2.5",2,"AnAge","AnAge ref no.: ",NA,"Actinopteri",425,"Anabantiformes",4,"Osphronemidae",1,"Betta",1,4
"Betta splendens",2,"3.25 ± 2.5",2,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Osphronemidae",1,"Betta",1,4
"Betta splendens",7,"3.25 ± 2.5",2,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anabantiformes",4,"Osphronemidae",1,"Betta",1,4
"Anguilla anguilla",88,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 72468","Bobick, J.E. and M. Peffer , 1993 Science and technology desk reference. Gale Research Inc.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",55,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",20,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 6114","Koli, L. , 1990 Suomen kalat. [Fishes of Finland]. Werner Söderström Osakeyhtiö. Helsinki. 357 p. (in Finnish).","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",14,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 81705","Simon, J. , 2007 Age, growth, and condition of European eel (Anguilla anguilla) from six lakes in the River Havel system (Germany). ICES J. Mar. Sci. 64 (7):1414-1422.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",19,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 106807","Simon, J. , 2015 Age and growth of European eels (Anguilla anguilla) in the Elbe River system in Germany. Fisheries Research 164:278-285.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",23,"46.7 ± 32.06",39,"FishBase","FishBase ref no.: 106807","Simon, J. , 2015 Age and growth of European eels (Anguilla anguilla) in the Elbe River system in Germany. Fisheries Research 164:278-285.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",88,"46.7 ± 32.06",39,"AnAge","AnAge ref no.: 2","Caleb Finch (1990) Longevity, Senescence, and the Genome","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",88,"46.7 ± 32.06",39,"Max Plank Institute for Demographic Research","MPIDR ref no.: [30]","Bobick, J.E. and M. Peffer, eds.  1993. Science and Technology Desk Reference. Washington, D.C.: Gale Research Inc.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",55,"46.7 ± 32.06",39,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [71]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla anguilla",17,"46.7 ± 32.06",39,"Max Plank Institute for Demographic Research","MPIDR ref no.: [77]","Frost, W.E., 1945. The age and growth of eels (Anguilla anguilla) from the Windermere catchment area. Journal of Animal Ecology 14: 106-124.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,10
"Anguilla marmorata",40,"40 ± 0",40,"FishBase","FishBase ref no.: 48660","Keith, P., E. Vigneux and P. Bosc , 1999 Atlas des poissons et des crustacés d'eau douce de La Réunion. Muséum national d’Histoire naturelle, Paris. Patrimoines Naturels 39:136p.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,2
"Anguilla marmorata",40,"40 ± 0",40,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,2
"Anguilla rostrata",43,"38.22 ± 13.02",43,"FishBase","FishBase ref no.: 40922","Jessop, B.M. , 1987 Migrating American eels in Nova Scotia. Trans. Am. Fish. Soc. 116(2):161-170.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",50,"38.22 ± 13.02",43,"FishBase","FishBase ref no.: 72465","Flower, M.S.S. , 1925 Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proc. of the Zool. Soc. of London 1925(1):247-267.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",43,"38.22 ± 13.02",43,"FishBase","FishBase ref no.: 40922","Jessop, B.M. , 1987 Migrating American eels in Nova Scotia. Trans. Am. Fish. Soc. 116(2):161-170.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",24,"38.22 ± 13.02",43,"FishBase","FishBase ref no.: 120595","Eakins, R.J. , 2019 American eel. Ontario Freshwater Fishes Life History Database. Version 4.85. Online database. (http://www.ontariofishes.ca; http://www.ontariofishes.ca/home.htm), accessed 25 June 2019.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",16,"38.22 ± 13.02",43,"FishBase","FishBase ref no.: 120595","Eakins, R.J. , 2019 American eel. Ontario Freshwater Fishes Life History Database. Version 4.85. Online database. (http://www.ontariofishes.ca; http://www.ontariofishes.ca/home.htm), accessed 25 June 2019.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",50,"38.22 ± 13.02",43,"AnAge","AnAge ref no.: 583","Flower (1925) Contributions to our knowledge of the duration of life in vertebrate animals. I. Fishes","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",25,"38.22 ± 13.02",43,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",43,"38.22 ± 13.02",43,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Anguilla rostrata",50,"38.22 ± 13.02",43,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Anguilliformes",3,"Anguillidae",3,"Anguilla",3,9
"Menidia beryllina",2,"1.75 ± 0.5",2,"FishBase","FishBase ref no.: 72478","Mense, J.B. , 1967 Ecology of the Mississippi silversides, Menidia audens Hay, in Lake Texoma. Oklahoma Fish. Res. Laboratory Bull. 6:32.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,4
"Menidia beryllina",2,"1.75 ± 0.5",2,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,4
"Menidia beryllina",1,"1.75 ± 0.5",2,"Max Plank Institute for Demographic Research","MPIDR ref no.: [128] [143]","Mense, J.B., 1967. Ecology of the Mississippi silversides, Menidia audens hay, in Lake Texoma. Oklahoma Fisheries Research Laboratory Bulletin 6: 32.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,4
"Menidia beryllina",2,"1.75 ± 0.5",2,"Max Plank Institute for Demographic Research","MPIDR ref no.: [128] [143]","Mense, J.B., 1967. Ecology of the Mississippi silversides, Menidia audens hay, in Lake Texoma. Oklahoma Fisheries Research Laboratory Bulletin 6: 32.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,4
"Menidia menidia",2,"2 ± 0",2,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,2
"Menidia menidia",2,"2 ± 0",2,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Menidia",2,2
"Odontesthes bonariensis",4,"4 ± 0",4,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Odontesthes",1,2
"Odontesthes bonariensis",4,"4 ± 0",4,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Atheriniformes",4,"Atherinopsidae",3,"Odontesthes",1,2
"Melanotaenia boesemani",4,"4.5 ± 0.71",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Atheriniformes",4,"Melanotaeniidae",1,"Melanotaenia",1,2
"Melanotaenia boesemani",5,"4.5 ± 0.71",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Atheriniformes",4,"Melanotaeniidae",1,"Melanotaenia",1,2
"Opsanus beta",5,"5.5 ± 0.71",5.5,"Published articles","Malca, E., Barimo, J.F., Serafy, J.E. and Walsh, P.J., 2009. Age and growth of the gulf toadfish Opsanus beta based on otolith increment analysis. Journal of Fish Biology, 75(7), pp.1750-1761.",NA,"Actinopteri",425,"Batrachoidiformes",2,"Batrachoididae",2,"Opsanus",1,2
"Opsanus beta",6,"5.5 ± 0.71",5.5,"Published articles","Malca, E., Barimo, J.F., Serafy, J.E. and Walsh, P.J., 2009. Age and growth of the gulf toadfish Opsanus beta based on otolith increment analysis. Journal of Fish Biology, 75(7), pp.1750-1761.",NA,"Actinopteri",425,"Batrachoidiformes",2,"Batrachoididae",2,"Opsanus",1,2
"Thalassophryne amazonica",8,"11.5 ± 4.95",11.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Batrachoidiformes",2,"Batrachoididae",2,"Thalassophryne",1,2
"Thalassophryne amazonica",15,"11.5 ± 4.95",11.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Batrachoidiformes",2,"Batrachoididae",2,"Thalassophryne",1,2
"Oryzias celebensis",5,"6.5 ± 2.12",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,2
"Oryzias celebensis",8,"6.5 ± 2.12",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,2
"Oryzias latipes",5,"5.67 ± 2.08",5,"AnAge","AnAge ref no.: 683","Egami (1971) Further notes on the life span of the teleost, Oryzias latipes","Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,3
"Oryzias latipes",4,"5.67 ± 2.08",5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,3
"Oryzias latipes",8,"5.67 ± 2.08",5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,3
"Oryzias sinensis",1,"3.5 ± 3.32",2.5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,4
"Oryzias sinensis",1,"3.5 ± 3.32",2.5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,4
"Oryzias sinensis",4,"3.5 ± 3.32",2.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,4
"Oryzias sinensis",8,"3.5 ± 3.32",2.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,4
"Oryzias woworae",4,"6 ± 2.83",6,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,2
"Oryzias woworae",8,"6 ± 2.83",6,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Adrianichthyidae",4,"Oryzias",4,2
"Xenentodon cancila",3,"4 ± 1.41",4,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Belonidae",1,"Xenentodon",1,2
"Xenentodon cancila",5,"4 ± 1.41",4,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Beloniformes",5,"Belonidae",1,"Xenentodon",1,2
"Beryx splendens",23,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 35874","Adachi, K., K. Takagi, E. Tanaka, S. Yamada and T. Kitakado , 2000 Age and growth of alfonsino Beryx splendens in the waters around the Izu Islands. Fish. Sci. 66:232-240.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",16.7999992370605,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 27136","Lehodey, P. and R. Grandperrin , 1996 Age and growth of the alfonsino Beryx splendens over the seamounts off New Caledonia. Mar. Biol. 125:249-258.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",20,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 27136","Lehodey, P. and R. Grandperrin , 1996 Age and growth of the alfonsino Beryx splendens over the seamounts off New Caledonia. Mar. Biol. 125:249-258.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",16,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 31614","Paul, L.J. , 1992 Age and growth studies of New Zealand marine fishes, 1921-90: a review and bibliography. Aust. J. Mar. Freshwat. Res. 43:879-912.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",23,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 35874","Adachi, K., K. Takagi, E. Tanaka, S. Yamada and T. Kitakado , 2000 Age and growth of alfonsino Beryx splendens in the waters around the Izu Islands. Fish. Sci. 66:232-240.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",9,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 47253","Rico, V., J.M. Lorenzo, J.A. González, H.M. Krug, A. Mendonça, E. Gouveia and M.A. Dias , 2001 Age and growth of the alfonsino Beryx splendens Lowe, 1834 from the Macronesian archipelagos. Fish. Res. 49(3):233-240.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",11,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 47253","Rico, V., J.M. Lorenzo, J.A. González, H.M. Krug, A. Mendonça, E. Gouveia and M.A. Dias , 2001 Age and growth of the alfonsino Beryx splendens Lowe, 1834 from the Macronesian archipelagos. Fish. Res. 49(3):233-240.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",12,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 47253","Rico, V., J.M. Lorenzo, J.A. González, H.M. Krug, A. Mendonça, E. Gouveia and M.A. Dias , 2001 Age and growth of the alfonsino Beryx splendens Lowe, 1834 from the Macronesian archipelagos. Fish. Res. 49(3):233-240.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",10.1999998092651,"17 ± 5.7",16.7999992370605,"FishBase","FishBase ref no.: 53645","Taniuchi, T., T. Kanaya, S. Uwabe, T. Kojima, S. Akimoto and I. Mitani , 2004 Age and growth of alfonsino Beryx splendens from the Kanto District, central Japan, based on growth increments on otoliths. Fish. Sci. 70(5):845-851.","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",23,"17 ± 5.7",16.7999992370605,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Beryx splendens",23,"17 ± 5.7",16.7999992370605,"Australian Fisheries Management Authority","Unknown",NA,"Actinopteri",425,"Beryciformes",1,"Berycidae",1,"Beryx",1,11
"Caranx ignobilis",11,"11 ± NA",11,"FishBase","FishBase ref no.: 82366","Fry, G.C., D.T. Brewer and W.N. Venables , 2006 Vulnerability of deepwater demersal fishes to commercial fishing: Evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fish. Res. 81:126-141.","Actinopteri",425,"Carangiformes",6,"Carangidae",6,"Caranx",2,1
"Caranx melampygus",7,"9.5 ± 3.54",9.5,"FishBase","FishBase ref no.: 82366","Fry, G.C., D.T. Brewer and W.N. Venables , 2006 Vulnerability of deepwater demersal fishes to commercial fishing: Evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fish. Res. 81:126-141.","Actinopteri",425,"Carangiformes",6,"Carangidae",6,"Caranx",2,2
"Caranx melampygus",12,"9.5 ± 3.54",9.5,"FishBase","FishBase ref no.: 117127","Mohammed, A., S. Mehanna and U. Mahmoud , 2016 Age and growth based on the scale readings of the two carangid species Carangoides bajad and Caranx melampygus from Shalateen Fishing area, Red Sea, Egypt. International Conference on Research for Food Security, Natural Resource Management and Rural Development. Tropentag 2016 18.09.-21.09.2016, Vienna, Austria.","Actinopteri",425,"Carangiformes",6,"Carangidae",6,"Caranx",2,2
